Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (20g)
Grassi,22 g,"4,4 g"
- Acidi Grassi saturi,14 g,"2,8 g"
Carboidrati,"1,5 g","0,3 g"
- Zuccheri,"1,5 g","0,3 g"
Fibra alimentare,0 g,0 g
Proteine,17 g,"3,4 g"
Sale,"3,4 g","0,68 g"
Sodio,"1,339 g","0,268 g"
Nutrition score - France,23,23
Nutri-Score,E,E
