Valori nutrizionali,per porzione,% RDA
Valore calorico,293 kcal 1.229 kJ,"14,7 %"
Grassi,"17,6 g","27,1 %"
Grassi saturi,"4,6 g","21,0 %"
Grassi monoinsaturi,"7,3 g","25,0 %"
Grassi polinsaturi,"4,4 g","29,5 %"
Carboidrati,"27,1 g","10,1 %"
Zuccheri,"7,4 g","14,8 %"
Proteine,"7,2 g","9,8 %"
Fibre alimentari,"0,7 g","0,2 %"
Colesterolo,"142,2 mg","474,1 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"58,7 g","2,9 %"
