Minerali,per porzione,% RDA
Calcio,"23,6 mg","2,4 %"
Rame,"0,9 mg","91,4 %"
Ferro,"18,0 mg","119,8 %"
Magnesio,"118,2 mg","39,4 %"
Manganese,"0,1 mg","5,1 %"
Fosforo,"1.071,7 mg","153,1 %"
Potassio,"1.564,2 mg","78,2 %"
Selenio,"0,2 mg","605,4 %"
Zinco,"12,6 mg","179,6 %"
