Valori nutrizionali,per porzione,% RDA
Valore calorico,412 kcal 1.724 kJ,"20,6 %"
Grassi,"27,1 g","41,7 %"
Grassi saturi,"8,2 g","37,5 %"
Grassi monoinsaturi,"13,5 g","46,5 %"
Grassi polinsaturi,"3,4 g","23,0 %"
Carboidrati,"33,3 g","12,4 %"
Zuccheri,"1,8 g","3,5 %"
Proteine,"10,7 g","14,7 %"
Fibre alimentari,"0,4 g","0,1 %"
Colesterolo,"31,1 mg","103,6 %"
Sodio,"0,9 g","0,2 %"
Acqua,"36,4 g","1,8 %"
