Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Non-Alcoholic beverages,Bevande,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,?,"0,604 g","0,527 g","10,7 g","9,61 g"
Carboidrati,?,"8,35 g","9,03 g","47,6 g","43,9 g"
Proteine,?,"0,761 g","0,745 g","7,75 g","6,98 g"
