Minerali,per porzione,% RDA
Calcio,"44,8 mg","4,5 %"
Rame,"0,0 mg","0,0 %"
Ferro,"2,4 mg","15,7 %"
Magnesio,"30,7 mg","10,2 %"
Manganese,"0,2 mg","9,9 %"
Fosforo,"132,2 mg","18,9 %"
Potassio,"405,9 mg","20,3 %"
Selenio,"< 0,1 mg","59,0 %"
Zinco,"3,3 mg","47,2 %"
