Valori nutrizionali,per porzione,% RDA
Valore calorico,19 kcal 81 kJ,"1,0 %"
Grassi,"1,3 g","2,1 %"
Grassi saturi,"0,9 g","3,9 %"
Grassi monoinsaturi,"0,4 g","1,4 %"
Grassi polinsaturi,"< 0,1 g","0,2 %"
Carboidrati,"0,2 g","< 0,1 %"
Zuccheri,"< 0,1 g","< 0,1 %"
Proteine,"1,6 g","2,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"5,2 mg","17,3 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"1,5 g","< 0,1 %"
