Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"7,6 g"
- Acidi Grassi saturi,1 g
Carboidrati,56 g
- Zuccheri,"1,6 g"
Fibra alimentare,11 g
Proteine,12 g
Sale,"0,06 g"
Sodio,"0,024 g"
Nutrition score - France,-6
Nutri-Score,A
