Minerali,per porzione,% RDA
Calcio,"9,0 mg","0,9 %"
Rame,"< 0,1 mg","7,5 %"
Ferro,"1,0 mg","6,7 %"
Magnesio,"17,0 mg","5,7 %"
Manganese,"< 0,1 mg","2,5 %"
Fosforo,"107,0 mg","15,3 %"
Potassio,"167,0 mg","8,4 %"
Selenio,"< 0,1 mg","222,3 %"
Zinco,"0,2 mg","3,3 %"
