Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (10 g)
Grassi,82 g,"8,2 g"
- Acidi Grassi saturi,57 g,"5,7 g"
Carboidrati,"0,6 g","0,06 g"
- Zuccheri,0 g,0 g
Proteine,0 g,0 g
Sale,"0,02 g","0,002 g"
Sodio,"0,008 g","0,001 g"
Nutrition score - France,19,19
Nutri-Score,E,E
