Valori nutrizionali,per porzione,% RDA
Valore calorico,157 kcal 659 kJ,"7,9 %"
Grassi,"0,2 g","0,4 %"
Grassi saturi,"< 0,1 g","0,1 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"40,1 g","15,0 %"
Zuccheri,"19,5 g","39,0 %"
Proteine,"3,4 g","4,7 %"
Fibre alimentari,"12,1 g","4,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"182,2 g","9,1 %"
