Valori nutrizionali,per porzione,% RDA
Valore calorico,152 kcal 636 kJ,"7,6 %"
Grassi,"0,3 g","0,5 %"
Grassi saturi,"< 0,1 g","0,3 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,4 %"
Carboidrati,"37,4 g","13,9 %"
Zuccheri,"35,9 g","71,9 %"
Proteine,"0,9 g","1,3 %"
Fibre alimentari,"0,5 g","0,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"213,8 g","10,7 %"
