Valori nutrizionali,per porzione,% RDA
Valore calorico,5 kcal 21 kJ,"0,2 %"
Grassi,"0,2 g","0,3 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,3 %"
Carboidrati,"1,4 g","0,5 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"0,1 g","0,2 %"
Fibre alimentari,"0,4 g","0,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,2 g","< 0,1 %"
