Valori nutrizionali,per porzione,% RDA
Valore calorico,42 kcal 176 kJ,"2,1 %"
Grassi,"0,5 g","0,8 %"
Grassi saturi,"0,0 g","0,0 %"
Carboidrati,"9,3 g","3,5 %"
Proteine,"2,9 g","4,0 %"
Sale,"< 0,1 g","0,5 %"
Fibre alimentari,"3,1 g","1,0 %"
