Minerali,per porzione,% RDA
Calcio,"25,0 mg","2,5 %"
Rame,"< 0,1 mg","4,6 %"
Ferro,"1,5 mg","9,8 %"
Magnesio,"9,0 mg","3,0 %"
Manganese,"< 0,1 mg","4,5 %"
Fosforo,"66,0 mg","9,4 %"
Potassio,"14,0 mg","0,7 %"
Selenio,"< 0,1 mg","90,0 %"
Zinco,"1,9 mg","26,4 %"
