Valori nutrizionali,per porzione,% RDA
Valore calorico,235 kcal 985 kJ,"11,8 %"
Grassi,"3,4 g","5,2 %"
Grassi saturi,"0,7 g","3,0 %"
Grassi monoinsaturi,"1,1 g","3,8 %"
Grassi polinsaturi,"1,5 g","10,0 %"
Carboidrati,"43,1 g","16,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"9,0 g","12,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"4,5 g","0,2 %"
