Minerali,per porzione,% RDA
Calcio,"43,2 mg","4,3 %"
Rame,"0,2 mg","24,2 %"
Ferro,"5,7 mg","38,1 %"
Magnesio,"57,6 mg","19,2 %"
Manganese,"0,6 mg","28,2 %"
Fosforo,"1.228,8 mg","175,5 %"
Potassio,"667,2 mg","33,4 %"
Selenio,"< 0,1 mg","312,8 %"
Zinco,"12,5 mg","178,3 %"
