Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (100g)
Grassi,?,?
- Acidi Grassi saturi,"0,6 g","0,6 g"
Carboidrati,14 g,14 g
- Zuccheri,"1,7 g","1,7 g"
Fibra alimentare,"4,5 g","4,5 g"
Proteine,"6,8 g","6,8 g"
Sale,"0,6 g","0,6 g"
Sodio,"0,236 g","0,236 g"
Nutrition score - France,-5,-5
Nutri-Score,A,A
