Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"0,5 g"
- Acidi Grassi saturi,"0,1 g"
Carboidrati,80 g
- Zuccheri,"0,1 g"
Fibra alimentare,"0,5 g"
Proteine,8 g
Sale,"0,254 g"
Sodio,"0,1 g"
Nutrition score - France,1
Nutri-Score,B
