Valori nutrizionali,per porzione,% RDA
Valore calorico,88 kcal 368 kJ,"4,4 %"
Grassi,"9,8 g","15,1 %"
Grassi saturi,"1,9 g","8,7 %"
Grassi monoinsaturi,"4,7 g","16,2 %"
Grassi polinsaturi,"2,8 g","18,9 %"
Carboidrati,"0,2 g","< 0,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"< 0,1 g","< 0,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"3,7 g","0,2 %"
