Valori nutrizionali,per porzione,% RDA
Valore calorico,228 kcal 955 kJ,"11,4 %"
Grassi,"3,2 g","4,9 %"
Grassi saturi,"0,7 g","3,2 %"
Grassi monoinsaturi,"0,8 g","2,9 %"
Grassi polinsaturi,"1,3 g","8,8 %"
Carboidrati,"43,4 g","16,2 %"
Zuccheri,"0,6 g","1,2 %"
Proteine,"6,5 g","9,0 %"
Fibre alimentari,"1,5 g","0,5 %"
Colesterolo,"32,2 mg","107,3 %"
Sodio,"0,6 g","0,1 %"
Acqua,"85,4 g","4,3 %"
