,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,77.9,
3,Proteine (g):,5.3,
4,Lipidi(g):,0.6,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,11.1,
7,Amido (g):,6.5,
8,Zuccheri solubili (g):,3.9,
9,Fibra totale (g):,5.1,
10,Fibra solubile (g):,0.52,
11,Fibra insolubile (g):,4.6,
12,Alcol (g):,0,
13,Energia (kcal):,68,
14,Energia (kJ):,285,
15,Sodio (mg):,242,
16,Potassio (mg):,130,
17,Ferro (mg):,1.6,
18,Calcio (mg):,42,
19,Fosforo (mg):,95,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.09,
25,Riboflavina (mg):,0.07,
26,Niacina (mg):,1.2,
27,Vitamina A retinolo eq. (µg):,69,
28,Vitamina C (mg):,1,
29,Vitamina E (mg):,,
