0,1,2
Calorie,kcal,310.0
Calorie,kj,1298.0
Grassi,g,5.85
Carboidrati,g,65.37
Proteine,g,11.43
Fibre,g,3.9
Acqua,g,11.9
Ceneri,g,5.45
Minerali,,
Calcio,mg,111.0
Sodio,mg,148.0
Fosforo,mg,252.0
Potassio,mg,1724.0
Ferro,mg,11.1
Magnesio,mg,264.0
Zinco,mg,1.09
Rame,mg,0.32799999999999996
Manganese,mg,28.408
Selenio,mcg,5.6
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,530.0
"Vitamina A, RAE",mcg_RAE,27.0
Tiamina (Vit. B1),mg,0.115
Riboflavina (Vit. B2),mg,0.267
Niacina (Vit. B3),mg,1.46
Piridossina (Vit. B6),mg,1.01
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,93.0
"Folato, DFE",mcg_DFE,93.0
"Folati, totali",mcg,93.0
Cobalamina (Vit. B12),mcg,0.0
Acido ascorbico (Vit. C),mg,80.8
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.429
"Acidi grassi, polinsaturi",g,2.0669999999999997
"Acidi grassi, saturi",g,1.5859999999999999
Colesterolo,mg,0.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.006
16:0,g,1.157
18:0,g,0.247
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.003
18:1 indifferenziato,g,0.39
20:1,g,0.006
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.754
18:3 indifferenziato,g,1.242
18:4,g,0.0
20:4 indifferenziato,g,0.013000000000000001
20:5 n-3,g,0.0
22:5 n-3,g,0.006
22:6 n-3,g,0.0
Aminoacidi,,
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
