Valori nutrizionali,per porzione,% RDA
Valore calorico,537 kcal 2.248 kJ,"26,8 %"
Grassi,"27,7 g","42,6 %"
Grassi saturi,"8,2 g","37,1 %"
Grassi monoinsaturi,"10,1 g","34,9 %"
Grassi polinsaturi,"6,4 g","42,5 %"
Carboidrati,"72,9 g","27,2 %"
Zuccheri,"55,1 g","110,3 %"
Proteine,"4,8 g","6,6 %"
Fibre alimentari,"3,0 g","1,0 %"
Colesterolo,"30,4 mg","101,2 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"30,4 g","1,5 %"
