0,1
Grassi saturi totali,4.06
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.21
C16:0 (palmitico),3.55
C18:0 (stearico),0.29
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,4.63
C14:1 (miristoleico),
C16:1 (palmitoleico),1.04
C18:1 (oleico),3.16
C20:1 (eicosaenoico),0.30
C22:1 (erucico),0.11
Grassi polinsaturi totali,7.40
C18:2 W6 (linoleico),0.08
C18:3 W3 (linolenico),0.01
C20:4 W6 (arachidonico),0.50
C20:5 W3 (eicosapentaenoico - EPA),2.74
C22:6 W3 (docosaesaenoico - DHA),3.80
Rapporto Polinsaturi/Saturi,1.80
