Minerali,per porzione,% RDA
Calcio,"52,9 mg","5,3 %"
Rame,"< 0,1 mg","2,1 %"
Ferro,"1,3 mg","8,6 %"
Magnesio,"29,4 mg","9,8 %"
Manganese,"0,1 mg","7,0 %"
Fosforo,"41,2 mg","5,9 %"
Potassio,"278,3 mg","13,9 %"
Selenio,"< 0,1 mg","2,9 %"
Zinco,"0,2 mg","2,2 %"
