Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (200 g)
Grassi,"1,5 g",3 g
- Acidi Grassi saturi,1 g,2 g
Carboidrati,12 g,24 g
- Zuccheri,10 g,20 g
Fibra alimentare,1 g,2 g
Proteine,"2,6 g","5,2 g"
Sale,"0,08 g","0,16 g"
Sodio,"0,031 g","0,063 g"
Nutrition score - France,0,0
Nutri-Score,B,B
