,0,1,2,3
1,Proteine(%): 1.1,,,
2,Lisina:,53,4.82,
3,Istidina:,20,1.82,
4,Arginina:,47,4.27,
5,Acido aspartico:,147,13.36,
6,Treonina:,41,3.73,
7,Serina:,45,4.09,
8,Acido glutamico:,144,13.09,
9,Prolina:,73,6.64,
10,Glicina:,53,4.82,
11,Alanina:,56,5.09,
12,Cistina:,,,
13,Valina:,60,5.45,
14,Metionina:,21,1.91,
15,Isoleucina:,43,3.91,
16,Leucina:,70,6.36,
17,Tirosina:,42,3.82,
18,Fenilalanina:,59,5.36,
19,Triptofano:,11,1,
20,Indice Chimico:,76,,
21,Aminoacido limitante:,Solf.,,
