Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (200 ml),Non-sugared beverages,Non-Alcoholic beverages,Bevande
Grassi,"0,1 g","0,2 g","-66%0,29 g","-83%0,604 g","-81%0,527 g"
- Acidi Grassi saturi,0 g,0 g,"-100%0,05 g","-100%0,133 g","-100%0,118 g"
Carboidrati,"10,6 g","21,2 g","+87%5,66 g","+27%8,35 g","+17%9,03 g"
- Zuccheri,"9,5 g",19 g,"+111%4,51 g","+26%7,52 g","+18%8,07 g"
Fibra alimentare,"0,2 g","0,4 g",?,"-50%0,4 g","-57%0,46 g"
Proteine,"0,6 g","1,2 g","+18%0,51 g","-21%0,761 g","-19%0,745 g"
Sale,0 g,0 g,"-100%0,031 g","-100%0,177 g","-100%0,136 g"
Sodio,0 g,0 g,"-100%0,012 g","-100%0,07 g","-100%0,054 g"
Nutrition score - France,14,14,"+268%3,8","+121%6,33","+100%6,99"
Nutri-Score,E,E,C,D,D
