Minerali,per porzione,% RDA
Calcio,"843,0 mg","84,3 %"
Rame,"< 0,1 mg","3,6 %"
Ferro,"0,8 mg","5,4 %"
Magnesio,"30,5 mg","10,2 %"
Manganese,"< 0,1 mg","0,6 %"
Fosforo,"501,7 mg","71,7 %"
Potassio,"91,5 mg","4,6 %"
Selenio,"< 0,1 mg","54,6 %"
Zinco,"3,4 mg","48,4 %"
