,0,1,2,3
1,Proteine(%): 21.5,,,
2,Lisina:,2064,9.6,
3,Istidina:,581,2.7,
4,Arginina:,1398,6.5,
5,Acido aspartico:,2215,10.3,
6,Treonina:,1032,4.8,
7,Serina:,882,4.1,
8,Acido glutamico:,3397,15.8,
9,Prolina:,753,3.5,
10,Glicina:,989,4.6,
11,Alanina:,1376,6.4,
12,Cistina:,172,0.8,
13,Valina:,1247,5.8,
14,Metionina:,753,3.5,
15,Isoleucina:,1161,5.4,
16,Leucina:,1871,8.7,
17,Tirosina:,860,4,
18,Fenilalanina:,1011,4.7,
19,Triptofano:,237,1.1,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Trip.,,
