0,1
Grassi saturi totali,2.66
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.40
C16:0 (palmitico),1.81
C18:0 (stearico),0.45
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,7.42
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.56
C18:1 (oleico),6.42
C20:1 (eicosaenoico),0.18
C22:1 (erucico),0.26
Grassi polinsaturi totali,2.69
C18:2 W6 (linoleico),0.96
C18:3 W3 (linolenico),0.13
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.71
C22:6 W3 (docosaesaenoico - DHA),0.56
Rapporto Polinsaturi/Saturi,1.00
