Minerali,per porzione,% RDA
Calcio,"23,8 mg","2,4 %"
Rame,"< 0,1 mg","8,8 %"
Ferro,"0,5 mg","3,0 %"
Magnesio,"17,9 mg","6,0 %"
Manganese,"< 0,1 mg","0,6 %"
Fosforo,"176,8 mg","25,3 %"
Potassio,"295,8 mg","14,8 %"
Selenio,"< 0,1 mg","112,5 %"
Zinco,"2,8 mg","39,5 %"
