Valori nutrizionali,per porzione,% RDA
Valore calorico,441 kcal 1.848 kJ,"22,1 %"
Grassi,"14,5 g","22,3 %"
Carboidrati,"65,5 g","24,4 %"
Proteine,"10,3 g","14,2 %"
