,0,1,2,3,4,5
1,Categoria merceologica: 11003 - pesci vertebrati (conservati sott’olio),,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,AA,123610,,
6,"Energia, ricalcolata, kJ",802,86,,,
7,"Energia, Ric con fibra, kJ",802,86,,,
8,"Energia, ricalcolata, kcal",192,86,,,
9,"Energia, Ric con fibra, kcal",192,86,,,
10,"Proteine totali, g",252,AA,123610,,
11,"Proteine animali, g",252,AA,123610,,
12,"Proteine vegetali, g",00,AA,123610,,
13,"Lipidi totali, g",101,AA,123610,,
14,"Lipidi animali, g",82,72,1514,3B,"""Tonno sott'olio"""
15,"Lipidi vegetali, g",19,72,1514,3B,
16,"Colesterolo, mg",65,AA,123610,,
17,"Carboidrati disponibili (MSE), g",00,AA,123610,,
18,"Amido (MSE), g",00,AA,123610,,
19,"Carboidrati solubili (MSE), g",00,AA,123610,,
20,"Fibra alimentare totale, g",00,AA,123610,,
21,"Alcol, g",00,AA,123610,,
22,"Acqua, g",623,AA,123610,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",17,AA,123610,,
25,"Calcio, mg",7,AA,123610,,
26,"Sodio, mg",316,AA,123610,,
27,"Potassio, mg",301,AA,123610,,
28,"Fosforo, mg",205,AA,123610,,
29,"Zinco, mg",110,G,230,6,"""Tuna canned in oil, drained"" acqua 63,3g, lip 9g, prot 27.1g."
30,"Magnesio, mg",33,G,230,6,
31,"Rame, mg",020,G,230,6,
32,"Selenio, µg",900,G,230,6,
33,"Cloro, mg",530,G,230,6,
34,"Iodio, µg",14,G,230,6,
35,"Manganese, mg",005,G,230,6,
36,"Zolfo, mg",390,Y,7270,2,"""Tuna, canned in oil"" acqua 53g, prot 23.8g, lip 17.6g"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",004,AA,123610,,
39,"Vitamina B2, Riboflavina, mg",011,AA,123610,,
40,"Vitamina C, mg",0,AA,123610,,
41,"Niacina, mg",1040,AA,123610,,
42,"Vitamina B6, mg",051,G,230,6,
43,"Folati totali, µg",5,G,230,6,
44,"Acido pantotenico, mg",032,G,230,6,
45,"Biotina, µg",30,G,230,6,
46,"Vitamina B12, µg",50,G,230,6,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",14,AA,123610,,
50,"Retinolo, µg",14,AA,123610,3B,
