,0,1,2,3
1,Proteine(%): 18.1,,,
2,Lisina:,565,3.12,
3,Istidina:,436,2.41,
4,Arginina:,2266,12.51,
5,Acido aspartico:,1992,11,
6,Treonina:,661,3.65,
7,Serina:,819,4.52,
8,Acido glutamico:,4326,23.89,
9,Prolina:,724,4,
10,Glicina:,1058,5.84,
11,Alanina:,855,4.72,
12,Cistina:,326,1.8,
13,Valina:,933,5.15,
14,Metionina:,208,1.15,
15,Isoleucina:,782,4.32,
16,Leucina:,1268,7,
17,Tirosina:,641,3.54,
18,Fenilalanina:,982,5.42,
19,Triptofano:,145,0.8,
20,Indice Chimico:,54,,
21,Aminoacido limitante:,Lis.,,
