Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"2,8 g"
- Acidi Grassi saturi,"0,7 g"
Carboidrati,"80,9 g"
- Zuccheri,"0,6 g"
Fibra alimentare,"3,9 g"
Proteine,"8,1 g"
Sale,"0,01 g"
Sodio,"0,004 g"
Nutrition score - France,-6
Nutri-Score,A
