Minerali,per porzione,% RDA
Calcio,"11,3 mg","1,1 %"
Rame,"< 0,1 mg","1,4 %"
Ferro,"0,7 mg","4,5 %"
Magnesio,"3,6 mg","1,2 %"
Manganese,"< 0,1 mg","3,2 %"
Fosforo,"3,4 mg","0,5 %"
Potassio,"26,1 mg","1,3 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"< 0,1 mg","0,9 %"
