0,1
Grassi saturi totali,7.49
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.28
C14:0 (miristico),0.81
C16:0 (palmitico),4.87
C18:0 (stearico),1.20
C20:0 (arachidico),
C22:0 (beenico),0.00
Grassi monoinsaturi totali,12.17
C14:1 (miristoleico),
C16:1 (palmitoleico),2.45
C18:1 (oleico),9.31
C20:1 (eicosaenoico),0.33
C22:1 (erucico),0.08
Grassi polinsaturi totali,6.40
C18:2 W6 (linoleico),0.61
C18:3 W3 (linolenico),0.31
C20:4 W6 (arachidonico),0.67
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.90
