Valori nutrizionali,per porzione,% RDA
Valore calorico,261 kcal 1.093 kJ,"13,1 %"
Grassi,"13,2 g","20,3 %"
Grassi saturi,"3,7 g","16,7 %"
Grassi monoinsaturi,"5,0 g","17,1 %"
Grassi polinsaturi,"3,3 g","21,7 %"
Carboidrati,"14,0 g","5,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"21,8 g","29,8 %"
Fibre alimentari,"0,4 g","0,1 %"
Colesterolo,"74,2 mg","247,5 %"
Sodio,"0,9 g","0,2 %"
Acqua,"76,3 g","3,8 %"
