,0,1,2,3,4,5
1,"Categoria merceologica: 11001 - pesci vertebrati (freschi, surgelati o cotti)",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,AA,124050,,"""Trout, rainbow, raw"" G/225 parte edibile 52"
6,"Energia, ricalcolata, kJ",497,86,,,
7,"Energia, Ric con fibra, kJ",497,86,,,
8,"Energia, ricalcolata, kcal",118,86,,,
9,"Energia, Ric con fibra, kcal",118,86,,,
10,"Proteine totali, g",203,AA,124050,,
11,"Proteine animali, g",203,AA,124050,,
12,"Proteine vegetali, g",00,AA,124050,,
13,"Lipidi totali, g",41,AA,124050,,
14,"Lipidi animali, g",41,AA,124050,,
15,"Lipidi vegetali, g",00,AA,124050,,
16,"Colesterolo, mg",50,AA,124050,,
17,"Carboidrati disponibili (MSE), g",00,AO,124050,,
18,"Amido (MSE), g",00,AA,124050,,
19,"Carboidrati solubili (MSE), g",00,AO,124050,,
20,"Fibra alimentare totale, g",00,AA,124050,,
21,"Alcol, g",00,AA,124050,,
22,"Acqua, g",743,AA,124050,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",06,AF,15079,2,"""Salmon chum, raw (oncorhynchus keta walbaum)"" acqua75.38g, prot 20.14g, lip 3.77g."
25,"Calcio, mg",50,AA,124050,,
26,"Sodio, mg",50,AF,15079,2,
27,"Potassio, mg",429,AF,15079,2,
28,"Fosforo, mg",200,AA,124050,,
29,"Zinco, mg",1200,AO,124050,,
30,"Magnesio, mg",25,AO,124050,,
31,"Rame, mg",006,AF,15079,2,
32,"Selenio, µg",180,G,225,2,"""Trout, rainbow, raw"" acqua 76.7g, prot 19.6g, lip 5.2g, altra fonte: AF/15079: Se 36.5 µg"
33,"Cloro, mg",57,G,225,2,
34,"Iodio, µg",13,G,225,2,
35,"Manganese, mg",002,AF,15079,2,
36,"Zolfo, mg",210,Y,7240,2,"""Trout"" acqua 72g, prot 20g. lip 3.3g"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",008,AF,15079,2,
39,"Vitamina B2, Riboflavina, mg",018,AF,15079,2,
40,"Vitamina C, mg",0,AF,15079,2,
41,"Niacina, mg",700,AF,15079,2,
42,"Vitamina B6, mg",040,AF,15079,2,
43,"Folati totali, µg",4,AF,15079,2,
44,"Acido pantotenico, mg",075,AF,15079,2,
45,"Biotina, µg",30,G,225,2,
46,"Vitamina B12, µg",30,AF,15079,2,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",30,AF,15079,2,
50,"Retinolo, µg",30,AF,15079,3B,
51,"ß-carotene eq., µg",0,AF,15079,3B,
52,"Vitamina E (ATE), mg",071,G,225,2,
53,"Vitamina D, µg",1060,G,225,2,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",105,AO,124050,,
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",000,AO,124050,,
57,"Acido laurico, g",000,AO,124050,,
58,"Acido miristico, g",015,AO,124050,,
59,"Acido palmitico, g",068,AO,124050,,
60,"Acido stearico, g",022,AO,124050,,
61,"Acido arachidico, g",000,AO,124050,,
62,"Acido beenico, g",000,AO,124050,,
63,"Acidi grassi monoinsaturi totali, g",158,AO,124050,,
64,"Acido miristoleico, g",000,AO,124050,,
65,"Acido palmitoleico, g",028,AO,124050,,
66,"Acido oleico, g",090,AO,124050,,
67,"Acidi eicosenoico, g",023,AO,124050,,
68,"Acido erucico, g",015,AO,124050,,
69,"Acidi grassi polinsaturi totali, g",106,AO,124050,,
70,"Acido linoleico, g",028,AO,124050,,
71,"Acido linolenico, g",005,AO,124050,,
72,"Acido arachidonico, g",002,AO,124050,,
73,"Acido eicosapentaenoico (EPA), g",014,AO,124050,,
74,"Acido decosaesaenoico (DHA), g",040,AO,124050,,
75,"Altri acidi grassi polinsaturi, g",017,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",224,AO,124000,3A,"Trota prot 14.7, Triptofano162, Treonina642, Isoleucina666, Leucina1028, Lisina1310, Metionina384, Cistina149, Fenilalanina548, Tirosina447, Valina784, Arginina831, Istidina447, Alanina917, Acido aspartico1263, Acido glutammico1945, Glicina854, Prolina557, Serina572"
78,"Treonina, mg",887,AO,124000,3A,
79,"Isoleucina, mg",920,AO,124000,3A,
80,"Leucina, mg",1420,AO,124000,3A,
81,"Lisina, mg",1809,AO,124000,3A,
82,"Metionina, mg",530,AO,124000,3A,
83,"Cistina, mg",206,AO,124000,3A,
84,"Fenilalanina, mg",757,AO,124000,3A,
85,"Tirosina, mg",617,AO,124000,3A,
86,"Valina, mg",1083,AO,124000,3A,
87,"Arginina, mg",1148,AO,124000,3A,
88,"Istidina, mg",617,AO,124000,3A,
89,"Alanina, mg",1266,AO,124000,3A,
90,"Acido aspartico, mg",1744,AO,124000,3A,
91,"Acido glutammico, mg",2686,AO,124000,3A,
92,"Glicina, mg",1179,AO,124000,3A,
93,"Prolina, mg",769,AO,124000,3A,
94,"Serina, mg",790,AO,124000,3A,
95,ZUCCHERI,,,,,
96,"Glucosio, g",00,AO,124050,,
97,"Fruttosio, g",00,AO,124050,,
98,"Galattosio, g",00,AO,124050,,
99,"Saccarosio (MSE), g",00,AO,124050,,
100,"Maltosio (MSE), g",00,AO,124050,,
101,"Lattosio (MSE), g",00,AO,124050,,
