Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"2,46 g"
- Acidi Grassi saturi,"0,27 g"
Carboidrati,"61,05 g"
- Zuccheri,"3,28 g"
Fibra alimentare,"7,41 g"
Proteine,"16,27 g"
Sale,"0,099 g"
Sodio,"0,039 g"
Nutrition score - France,-6
Nutri-Score,A
