Valori nutrizionali,per porzione,% RDA
Valore calorico,33 kcal 137 kJ,"1,6 %"
Grassi,"3,3 g","5,0 %"
Grassi saturi,"0,3 g","1,4 %"
Grassi monoinsaturi,"0,4 g","1,5 %"
Grassi polinsaturi,"2,4 g","15,7 %"
Carboidrati,"0,7 g","0,3 %"
Zuccheri,"0,1 g","0,3 %"
Proteine,"0,8 g","1,0 %"
Fibre alimentari,"0,3 g","0,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,2 g","< 0,1 %"
