Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"3,6 g"
- Acidi Grassi saturi,"0,52 g"
Carboidrati,"5,45 g"
- Zuccheri,"3,9 g"
Proteine,"1,92 g"
Sale,"0,65 g"
Sodio,"0,256 g"
Alcol,0 % vol
Nutrition score - France,1
Nutri-Score,B
