,0,1,2,3
1,Proteine(%): 9,,,
2,Lisina:,194,2.16,
3,Istidina:,192,2.13,
4,Arginina:,327,3.63,
5,Acido aspartico:,421,4.69,
6,Treonina:,259,2.88,
7,Serina:,489,5.43,
8,Acido glutamico:,2859,31.77,
9,Prolina:,1022,11.36,
10,Glicina:,327,3.63,
11,Alanina:,287,3.19,
12,Cistina:,224,2.49,
13,Valina:,469,5.21,
14,Metionina:,157,1.74,
15,Isoleucina:,374,4.16,
16,Leucina:,691,7.68,
17,Tirosina:,244,2.71,
18,Fenilalanina:,448,4.98,
19,Triptofano:,82,0.91,
20,Indice Chimico:,37,,
21,Aminoacido limitante:,Lis.,,
