Minerali,per porzione,% RDA
Calcio,"1,8 mg","0,2 %"
Rame,"< 0,1 mg","4,4 %"
Ferro,"0,2 mg","1,3 %"
Magnesio,"2,3 mg","0,8 %"
Manganese,"0,1 mg","6,0 %"
Fosforo,"23,5 mg","3,4 %"
Potassio,"38,9 mg","1,9 %"
Selenio,"< 0,1 mg","12,8 %"
Zinco,"0,4 mg","5,1 %"
