,0,1,2,3,4,5
1,"Categoria merceologica: 11001 - pesci vertebrati (freschi, surgelati o cotti)",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",69,03,2707,,"""Orata, surgelata"""
6,"Energia, ricalcolata, kJ",438,86,,,
7,"Energia, Ric con fibra, kJ",438,86,,,
8,"Energia, ricalcolata, kcal",104,86,,,
9,"Energia, Ric con fibra, kcal",104,86,,,
10,"Proteine totali, g",18.0,AA,122500,,
11,"Proteine animali, g",18.0,AA,122500,,
12,"Proteine vegetali, g",0.0,AA,122500,,
13,"Lipidi totali, g",2.7,AA,122500,,
14,"Lipidi animali, g",2.7,AA,122500,,
15,"Lipidi vegetali, g",0.0,AA,122500,,
16,"Colesterolo, mg",64,AA,121720,2,"'Orata' acqua 73,2, prot 20,7, lip 3,8"
17,"Carboidrati disponibili (MSE), g",2.0,AA,122500,,
18,"Amido (MSE), g",0.0,AA,122500,,
19,"Carboidrati solubili (MSE), g",2.0,AA,122500,,
20,"Fibra alimentare totale, g",0.0,AA,122500,,
21,"Alcol, g",0.0,AA,122500,,
22,"Acqua, g",77.3,AA,122500,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",4.3,AA,122500,,
25,"Calcio, mg",28,AA,122500,,
26,"Sodio, mg",69,03,2707,2,"'Orata Surg' acqua 78g, prot 19.8g, lip 1.3g"
27,"Potassio, mg",540,AA,122500,,
28,"Fosforo, mg",125,03,2707,2,
29,"Zinco, mg",3.30,AA,122500,,
30,"Magnesio, mg",29,AA,122500,,
31,"Rame, mg",0.60,AA,122500,,
32,"Selenio, µg",70.0,G,38,2,"'Dab' acqua 79,1g, prot 15,7g, lip 1,2g"
33,"Cloro, mg",140,G,39,2,"'Dover sole' acqua 80, lip 1,8"
34,"Iodio, µg",30,G,38,2,
35,"Manganese, mg",0.04,G,38,2,
36,"Zolfo, mg",200,Y,7210,2,"""Flounder (ns)"" acqua 79g, prot 18.3g, lip 2.2g."
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.04,03,2707,2,
39,"Vitamina B2, Riboflavina, mg",0.14,03,2707,2,
40,"Vitamina C, mg",0,03,2707,2,
41,"Niacina, mg",4.30,03,2707,2,
42,"Vitamina B6, mg",0.19,G,38,2,
43,"Folati totali, µg",5,G,38,2,
44,"Acido pantotenico, mg",0.86,G,38,2,
45,"Biotina, µg",1.0,G,38,2,
46,"Vitamina B12, µg",2.0,G,38,2,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",0,03,2707,2,
50,"Retinolo, µg",0,03,2707,2,
51,"ß-carotene eq., µg",0,03,2707,2,
52,"Vitamina E (ATE), mg",0.40,G,38,2,
53,"Vitamina D, µg",tr,G,39,2,
54,ACIDI GRASSI,,,,,
