0,1
Grassi saturi totali,3.12
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),
C14:0 (miristico),0.06
C16:0 (palmitico),2.29
C18:0 (stearico),0.77
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,4.77
C14:1 (miristoleico),
C16:1 (palmitoleico),0.06
C18:1 (oleico),4.71
C20:1 (eicosaenoico),
C22:1 (erucico),
Grassi polinsaturi totali,12.20
C18:2 W6 (linoleico),10.76
C18:3 W3 (linolenico),1.44
C20:4 W6 (arachidonico),
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),
Rapporto Polinsaturi/Saturi,3.90
