,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"26,50g",-
3,Carboidrati disponibili,"56,50g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,"56,50g",-
6,Proteine,"8,70g",-
7,Grassi (Lipidi),9g,-
8,Saturi totali,"4,79g",-
9,Monoinsaturi totali,"2,55g",-
10,Polinsaturi totali,"0,23g",-
11,Colesterolo,34mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,130mg,8.67% RDA
17,Potassio,390mg,8.30% RDA
18,Ferro,"0,20mg",2.50% RDA
19,Calcio,293mg,29.30% RDA
20,Fosforo,235mg,33.57% RDA
21,Magnesio,ND,-
22,Zinco,ND,-
23,Rame,ND,-
24,Selenio,ND,-
25,Tiamina (Vit. B1),"0,09mg",7.50% RDA
26,Riboflavina (Vit. B2),"0,43mg",33.08% RDA
27,Niacina (Vit. B3 o PP),"0,20mg",1.25% RDA
28,Vitamina A retinolo eq.,99µg,11% RDA
29,Vitamina C,3mg,3.33% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
