Minerali,per porzione,% RDA
Calcio,"53,4 mg","5,3 %"
Rame,"0,2 mg","17,4 %"
Ferro,"1,2 mg","8,1 %"
Magnesio,"106,8 mg","35,6 %"
Manganese,"< 0,1 mg","2,8 %"
Fosforo,"897,1 mg","128,2 %"
Potassio,"1.367,0 mg","68,4 %"
Selenio,"0,1 mg","491,3 %"
Zinco,"1,5 mg","21,9 %"
