Minerali,per porzione,% RDA
Calcio,"10,5 mg","1,1 %"
Rame,"< 0,1 mg","8,0 %"
Ferro,"0,7 mg","4,8 %"
Magnesio,"49,1 mg","16,4 %"
Manganese,"< 0,1 mg","1,6 %"
Fosforo,"340,5 mg","48,6 %"
Potassio,"558,1 mg","27,9 %"
Selenio,"< 0,1 mg","182,5 %"
Zinco,"1,2 mg","17,4 %"
