Minerali,per porzione,% RDA
Calcio,"19,5 mg","2,0 %"
Rame,"0,1 mg","12,3 %"
Ferro,"3,7 mg","24,8 %"
Magnesio,"21,2 mg","7,1 %"
Manganese,"0,1 mg","6,8 %"
Fosforo,"32,9 mg","4,7 %"
Potassio,"85,5 mg","4,3 %"
Selenio,"< 0,1 mg","2,3 %"
Zinco,"0,3 mg","4,0 %"
