Valori nutrizionali,per porzione,% RDA
Valore calorico,104 kcal 437 kJ,"5,2 %"
Grassi,"4,1 g","6,4 %"
Grassi saturi,"1,9 g","8,7 %"
Grassi monoinsaturi,"1,5 g","5,2 %"
Grassi polinsaturi,"0,1 g","0,7 %"
Carboidrati,"0,3 g","< 0,1 %"
Zuccheri,"< 0,1 g","0,1 %"
Proteine,"15,5 g","21,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"48,3 mg","160,9 %"
Sodio,"0,8 g","0,1 %"
Acqua,"49,4 g","2,5 %"
