,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,77%,-
2,Acqua,"69,50g",-
3,Carboidrati disponibili,0,-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,19g,-
7,Grassi (Lipidi),"10,60g",-
8,Saturi totali,"3,27g",-
9,Monoinsaturi totali,"4,12g",-
10,Polinsaturi totali,"2,29g",-
11,Colesterolo,93mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,62mg,4.13% RDA
17,Potassio,300mg,6.38% RDA
18,Ferro,"0,60mg",7.50% RDA
19,Calcio,5mg,0.50% RDA
20,Fosforo,160mg,22.86% RDA
21,Magnesio,24mg,5.71% RDA
22,Zinco,"1,08mg",9.82% RDA
23,Rame,"0,09mg",9% RDA
24,Selenio,9µg,16.36% RDA
25,Tiamina (Vit. B1),"0,08mg",6.67% RDA
26,Riboflavina (Vit. B2),"0,14mg",10.77% RDA
27,Niacina (Vit. B3 o PP),5mg,31.25% RDA
28,Vitamina A retinolo eq.,Tracce,0% RDA
29,Vitamina C,0mg,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
