Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"79,5 g"
- Acidi Grassi saturi,8 g
Carboidrati,"0,6 g"
- Zuccheri,"0,6 g"
Fibra alimentare,0 g
Proteine,"1,4 g"
Sale,"1,1 g"
Sodio,"0,433 g"
Nutrition score - France,19
Nutri-Score,E
