Minerali,per porzione,% RDA
Calcio,"3,1 mg","0,3 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"0,1 mg","0,7 %"
Magnesio,"3,6 mg","1,2 %"
Manganese,"< 0,1 mg","1,4 %"
Fosforo,"8,4 mg","1,2 %"
Potassio,"55,2 mg","2,8 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"< 0,1 mg","0,7 %"
