,0,1,2,3,4,5
1,"Categoria merceologica: 10007 - altri animali (diversi da bovini, suini, volatili, equini, ovini, conigli)",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,AA,108900,,
6,"Energia, ricalcolata, kJ",389,86,,,
7,"Energia, Ric con fibra, kJ",389,86,,,
8,"Energia, ricalcolata, kcal",92,86,,,
9,"Energia, Ric con fibra, kcal",92,86,,,
10,"Proteine totali, g",20.9,AA,108900,,
11,"Proteine animali, g",20.9,AA,108900,,
12,"Proteine vegetali, g",0.0,AA,108900,,
13,"Lipidi totali, g",0.9,AA,108900,,
14,"Lipidi animali, g",0.9,AA,108900,,
15,"Lipidi vegetali, g",0.0,AA,108900,,
16,"Colesterolo, mg",57,AA,108900,,
17,"Carboidrati disponibili (MSE), g",0.0,AA,108900,,
18,"Amido (MSE), g",0.0,AA,108900,,
19,"Carboidrati solubili (MSE), g",0.0,AA,108900,,
20,"Fibra alimentare totale, g",0.0,AA,108900,,
21,"Alcol, g",0.0,AA,108900,,
22,"Acqua, g",76.1,AA,108900,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",3.9,BI,05651,2,"""Ostrich, oyster, raw"" acqua 75.62, prot 21.55, lip 3.67"
25,"Calcio, mg",6,BI,05651,2,
26,"Sodio, mg",83,BI,05651,2,
27,"Potassio, mg",297,BI,05651,2,
28,"Fosforo, mg",204,BI,05651,2,
29,"Zinco, mg",3.59,BI,05651,2,
30,"Magnesio, mg",21,BI,05651,2,
31,"Rame, mg",0.13,BI,05651,2,
32,"Selenio, µg",34.0,BI,05651,2,
33,"Cloro, mg",39,BF,493,2,"""Turkey, light meat, raw"" acqua 74.9, prot 24.4, lip 0.8"
34,"Iodio, µg",6,BF,493,2,
35,"Manganese, mg",0.02,BI,05651,2,
36,"Zolfo, mg",160,Y,670,2,"""Turkey, with skin"" acqua 72, prot 20.6, lip 6.9"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.19,BI,05651,2,
39,"Vitamina B2, Riboflavina, mg",0.28,BI,05651,2,
40,"Vitamina C, mg",0,AA,108900,,
41,"Niacina, mg",4.67,BI,05651,2,
42,"Vitamina B6, mg",0.51,BI,05651,2,
43,"Folati totali, µg",8,BI,05651,2,
44,"Acido pantotenico, mg",1.15,BI,05651,2,
45,"Biotina, µg",1.0,BF,493,2,
46,"Vitamina B12, µg",4.9,BI,05651,2,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",0,BI,05651,2,
50,"Retinolo, µg",0,BI,05651,2,
51,"ß-carotene eq., µg",0,BI,05651,2,
52,"Vitamina E (ATE), mg",0.20,BI,05651,2,
53,"Vitamina D, µg",0.30,BF,493,2,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",0.28,AA,108900,,
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,AA,108900,,
57,"Acido laurico, g",0.00,AA,108900,,
58,"Acido miristico, g",0.00,AA,108900,,
59,"Acido palmitico, g",0.16,AA,108900,,
60,"Acido stearico, g",0.12,AA,108900,,
61,"Acido arachidico, g",0.00,AA,108900,,
62,"Acido beenico, g",0.00,AA,108900,,
63,"Acidi grassi monoinsaturi totali, g",0.29,AA,108900,,
64,"Acido miristoleico, g",0.00,AA,108900,,
65,"Acido palmitoleico, g",0.00,AA,108900,,
66,"Acido oleico, g",0.03,AA,108900,,
67,"Acidi eicosenoico, g",0.26,AA,108900,,
68,"Acido erucico, g",0.00,AA,108900,,
69,"Acidi grassi polinsaturi totali, g",0.27,AA,108900,,
70,"Acido linoleico, g",0.15,AA,108900,,
71,"Acido linolenico, g",0.05,AA,108900,,
72,"Acido arachidonico, g",0.05,AA,108900,,
73,"Acido eicosapentaenoico (EPA), g",0.01,AA,108900,,
74,"Acido decosaesaenoico (DHA), g",0.00,AA,108900,,
75,"Altri acidi grassi polinsaturi, g",0.01,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",186,BR,5651,3A,"Ostrich, oyster, raw prot 21.55, Triptofano192, Treonina945, Isoleucina1024, Leucina1751, Lisina1903, Metionina602, Cistina221, Fenilalanina889, Tirosina701, Valina1064, Arginina1474, Istidina541, Alanina1383, Acido aspartico2016, Acido glutammico3303, Glicina1440, Prolina1123, Serina862"
78,"Treonina, mg",916,BR,5651,3A,
79,"Isoleucina, mg",993,BR,5651,3A,
80,"Leucina, mg",1698,BR,5651,3A,
81,"Lisina, mg",1846,BR,5651,3A,
82,"Metionina, mg",584,BR,5651,3A,
83,"Cistina, mg",214,BR,5651,3A,
84,"Fenilalanina, mg",862,BR,5651,3A,
85,"Tirosina, mg",680,BR,5651,3A,
86,"Valina, mg",1032,BR,5651,3A,
87,"Arginina, mg",1430,BR,5651,3A,
88,"Istidina, mg",525,BR,5651,3A,
89,"Alanina, mg",1341,BR,5651,3A,
90,"Acido aspartico, mg",1955,BR,5651,3A,
91,"Acido glutammico, mg",3203,BR,5651,3A,
92,"Glicina, mg",1397,BR,5651,3A,
93,"Prolina, mg",1089,BR,5651,3A,
94,"Serina, mg",836,BR,5651,3A,
95,ZUCCHERI,,,,,
96,"Glucosio, g",0.0,AA,108900,,
97,"Fruttosio, g",0.0,AA,108900,,
98,"Galattosio, g",0.0,AA,108900,,
99,"Saccarosio (MSE), g",0.0,AA,108900,,
100,"Maltosio (MSE), g",0.0,AA,108900,,
101,"Lattosio (MSE), g",0.0,AA,108900,,
