,0,1,2,3
1,Proteine(%): 21.3,,,
2,Lisina:,1513,7.1,
3,Istidina:,554,2.6,
4,Arginina:,2082,9.77,
5,Acido aspartico:,2628,12.34,
6,Treonina:,786,3.69,
7,Serina:,1048,4.92,
8,Acido glutamico:,3527,16.56,
9,Prolina:,932,4.38,
10,Glicina:,966,4.54,
11,Alanina:,976,4.58,
12,Cistina:,187,0.88,
13,Valina:,1030,4.84,
14,Metionina:,172,0.81,
15,Isoleucina:,936,4.39,
16,Leucina:,1659,7.79,
17,Tirosina:,749,3.52,
18,Fenilalanina:,1011,4.75,
19,Triptofano:,224,1.05,
20,Indice Chimico:,67,,
21,Aminoacido limitante:,Solf.,,
