Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Nettare di frutta,Fruit juices and nectars,Succo e nettare,Fruit-based beverages,Plant-based beverages,Non-Alcoholic beverages,Bevande,Cibi e bevande a base vegetale
Grassi,"0,1 g","+120%0,046 g","+280%0,026 g","+233%0,03 g","+140%0,042 g","-89%0,874 g","-83%0,604 g","-81%0,527 g","-99%9,61 g"
- Acidi Grassi saturi,0 g,"-100%0,009 g","-100%0,005 g","-100%0,005 g","-100%0,008 g","-100%0,135 g","-100%0,133 g","-100%0,118 g","-100%2,11 g"
Carboidrati,"12,5 g","-5%13,1 g","+5%11,9 g",+4%12 g,"+5%11,9 g","+35%9,27 g","+50%8,35 g","+38%9,03 g","-72%43,9 g"
- Zuccheri,"12,5 g","+3%12,1 g","+12%11,2 g","+12%11,2 g","+12%11,2 g","+54%8,14 g","+66%7,52 g","+55%8,07 g","+42%8,8 g"
Fibra alimentare,"1,5 g",?,"+99%0,752 g","+99%0,755 g","+101%0,748 g","+151%0,597 g","+275%0,4 g","+226%0,46 g","-63%4,03 g"
Proteine,"0,2 g","+3%0,194 g","-35%0,307 g","-31%0,291 g","-24%0,264 g","-76%0,838 g","-74%0,761 g","-73%0,745 g","-97%6,98 g"
Sale,"0,008 g","-39%0,012 g","+10%0,007 g","+16%0,007 g","+36%0,006 g","-85%0,05 g","-96%0,177 g","-94%0,136 g","-99%0,534 g"
Sodio,"0,003 g","-39%0,005 g","+10%0,003 g","+16%0,003 g","+36%0,002 g","-85%0,02 g","-96%0,07 g","-94%0,054 g","-99%0,21 g"
"Fruits, vegetables and nuts (minimum)",55 %,"+18%46,8 %","+18%46,8 %","+18%46,8 %","+17%47,1 %","+17%47,1 %","+17%47,1 %","+17%47,1 %","+26%43,5 %"
Nutrition score - France,14,"+2%13,7","+49%9,42","+43%9,8","+33%10,5","+143%5,75","+121%6,33","+100%6,99","+261%3,88"
Nutri-Score,E,E,E,E,E,D,D,D,C
