,0,1,2,3,4,5
1,"Categoria merceologica: 4003 - frutta secca e in guscio, semi edibili",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",88,02,513,,
6,"Energia, ricalcolata, kJ",936,86,,,
7,"Energia, Ric con fibra, kJ",1003,86,,,
8,"Energia, ricalcolata, kcal",220,86,,,
9,"Energia, Ric con fibra, kcal",236,86,,,
10,"Proteine totali, g",2.2,02,513,,
11,"Proteine animali, g",0.0,LZ,,,
12,"Proteine vegetali, g",2.2,02,513,,
13,"Lipidi totali, g",0.5,02,513,,
14,"Lipidi animali, g",0.0,LZ,,,
15,"Lipidi vegetali, g",0.5,02,513,,
16,"Colesterolo, mg",0,LZ,,,
17,"Carboidrati disponibili (MSE), g",55.0,02,513,,
18,"Amido (MSE), g",0.0,02,513,,
19,"Carboidrati solubili (MSE), g",55.0,02,513,,
20,"Fibra alimentare totale, g",8.4,AO,007370,,
21,"Alcol, g",0.0,LZ,,,
22,"Acqua, g",29.3,02,513,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",3.9,02,513,,
25,"Calcio, mg",59,02,513,,
26,"Sodio, mg",8,02,513,,
27,"Potassio, mg",824,02,513,,
28,"Fosforo, mg",85,02,513,,
29,"Zinco, mg",0.40,L,239,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
30,"Magnesio, mg",2,BF,992,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
31,"Rame, mg",0.14,BF,992,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
32,"Selenio, µg",3.0,BF,992,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
33,"Cloro, mg",3,BF,992,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
34,"Iodio, µg",1,DP,,2,"""Plum, dried"" WATER 24g, PROT 2.3g, FAT 0.6g, CHO 47.4g"
35,"Manganese, mg",0.30,BF,992,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
36,"Zolfo, mg",17,L,239,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.18,02,513,,
39,"Vitamina B2, Riboflavina, mg",0.02,02,513,,
40,"Vitamina C, mg",3,02,513,,
41,"Niacina, mg",1.00,02,513,,
42,"Vitamina B6, mg",0.21,L,239,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
43,"Folati totali, µg",3,L,239,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
44,"Acido pantotenico, mg",0.41,BF,992,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
45,"Biotina, µg",tr,BF,992,2,"""Prunes, ready-to-eat"" WATER 31.1g, PROT 2.5g, FAT 0.4g, CHO 34g, SUGAR 34g"
46,"Vitamina B12, µg",0.0,LZ,,,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",19,02,513,,
50,"Retinolo, µg",0,LZ,,,
51,"ß-carotene eq., µg",114,02,513,3B,
52,"Vitamina E (ATE), mg",0.43,DI,09291,4A,"""Plums, dried (prunes), uncooked"" WATER 30.92g, PROT 2.18g, FAT 0.38g, CHO 63.88g, SUGAR 38.13g, STARCH 5.11g, TOCPHA 0.43mg, TOCPHG 0.02mg"
53,"Vitamina D, µg",0.00,LZ,,,
54,"Vitamina K, µg",59.50,DI,09291,2,"""Plums, dried (prunes), uncooked"" WATER 30.92g, PROT 2.18g, FAT 0.38g, CHO 63.88g, SUGAR 38.13g, STARCH 5.11g"
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",0.12,DI,09291,3A,"Plums, Dried (Prunes, Uncooked WATER 30.92g, PROT 2.18g, FAT 0.38g, CHO 56.78g, SUGAR 38.13g, STARCH 5.11g, FASAT 0.088g"
