Valori nutrizionali,per porzione,% RDA
Valore calorico,703 kcal 2.944 kJ,"35,2 %"
Grassi,"3,1 g","4,7 %"
Grassi saturi,"0,7 g","3,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"1,7 g","11,1 %"
Carboidrati,"128,7 g","48,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"44,5 g","60,9 %"
Fibre alimentari,"30,8 g","10,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"21,7 g","1,1 %"
