Valori nutrizionali,per porzione,% RDA
Valore calorico,14 kcal 60 kJ,"0,7 %"
Grassi,"1,0 g","1,5 %"
Grassi saturi,"0,3 g","1,5 %"
Grassi monoinsaturi,"0,4 g","1,3 %"
Grassi polinsaturi,"0,1 g","0,8 %"
Carboidrati,"< 0,1 g","< 0,1 %"
Zuccheri,"< 0,1 g","< 0,1 %"
Proteine,"1,2 g","1,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"76,0 mg","253,2 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"6,7 g","0,3 %"
