0,1
Grassi saturi totali,0.73
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),
C14:0 (miristico),0.01
C16:0 (palmitico),0.66
C18:0 (stearico),0.03
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,1.34
C14:1 (miristoleico),
C16:1 (palmitoleico),0.03
C18:1 (oleico),1.29
C20:1 (eicosaenoico),0.01
C22:1 (erucico),
Grassi polinsaturi totali,1.54
C18:2 W6 (linoleico),1.38
C18:3 W3 (linolenico),0.16
C20:4 W6 (arachidonico),
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),
Rapporto Polinsaturi/Saturi,2.10
