Valori nutrizionali,per porzione,% RDA
Valore calorico,146 kcal 610 kJ,"7,3 %"
Grassi,"0,7 g","1,0 %"
Grassi saturi,"0,1 g","0,5 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"0,2 g","1,1 %"
Carboidrati,"33,8 g","12,6 %"
Zuccheri,"29,2 g","58,5 %"
Proteine,"0,9 g","1,3 %"
Fibre alimentari,"1,6 g","0,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,7 g","0,1 %"
Acqua,"121,9 g","6,1 %"
